"url","id","checked_at","availability","embedding","playback","relevance","http","title","author","duration_seconds","provider_status","transcript_bytes","transcript_http","playback_start","playback_end","playback_reason","app_playback","app_checked_at","original_lessons","current_lessons","full_content_coverage"
"https://www.youtube.com/watch?v=qUPXsPtWGoY","qUPXsPtWGoY","2026-09-09T17:48:37.964Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","for and while Loops","Neso Academy","409","OK","0","200","0","1.483369","","PLAYED","2026-09-10T04:40:48.157Z","[""fc01-c-basics/12"",""fc01-c-basics/13""]","[""fc01-c-basics/12"",""fc01-c-basics/13""]","UNVERIFIED"
"https://www.youtube.com/watch?v=vc9A6HdrTz4","vc9A6HdrTz4","2026-09-09T17:48:43.703Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","C function prototypes 🤖","Bro Code","277","OK","0","200","0","1.544801","","PLAYED","2026-09-10T04:40:51.194Z","[""fc01-c-basics/14""]","[""fc01-c-basics/14""]","UNVERIFIED"
"https://www.youtube.com/watch?v=7VM571tSKC0","7VM571tSKC0","2026-09-09T17:48:45.738Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","C arguments 📧","Bro Code","233","OK","0","200","0","1.906268","","PLAYED","2026-09-10T04:40:53.659Z","[""fc01-c-basics/15""]","[""fc01-c-basics/15""]","UNVERIFIED"
"https://www.youtube.com/watch?v=7Bq87y7eJEg","7Bq87y7eJEg","2026-09-09T17:48:46.438Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Functions in C are easy! 📞","Bro Code","596","OK","0","200","0","0.966346","","PLAYED","2026-09-10T04:40:55.526Z","[""fc01-c-basics/16""]","[""fc01-c-basics/16""]","UNVERIFIED"
"https://www.youtube.com/watch?v=S3nx34WFXjI","S3nx34WFXjI","2026-09-09T17:48:52.574Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","C++ tutorial for beginners 👨‍💻","Bro Code","840","OK","0","200","0","2.324151","","PLAYED","2026-09-10T04:40:57.701Z","[""fc02-cpp-objects/1"",""fc02-cpp-objects/10""]","[""fc02-cpp-objects/1"",""fc02-cpp-objects/10""]","UNVERIFIED"
"https://www.youtube.com/watch?v=18c3MTX0PK0","18c3MTX0PK0","2026-09-09T17:48:53.312Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Welcome to C++","The Cherno","424","OK","0","200","0","1.954409","","PLAYED","2026-09-10T04:41:00.069Z","[""fc02-cpp-objects/2""]","[""fc02-cpp-objects/2""]","UNVERIFIED"
"https://www.youtube.com/watch?v=vkALQRM5NNU","vkALQRM5NNU","2026-09-09T17:48:54.097Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","C++ User Input Explained (How Input Handling Works Step by Step)","Doji Creates","349","OK","0","200","0.12912","3.996126","","PLAYED","2026-09-10T04:41:01.757Z","[""fc02-cpp-objects/3""]","[""fc02-cpp-objects/3""]","UNVERIFIED"
"https://www.youtube.com/watch?v=QANQHxx9I8Y","QANQHxx9I8Y","2026-09-09T17:49:00.643Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","C++ variables & data types (#3) ✖️","Bro Code","920","OK","0","200","0","1.49632","","PLAYED","2026-09-10T04:41:04.607Z","[""fc02-cpp-objects/4""]","[""fc02-cpp-objects/4""]","UNVERIFIED"
"https://www.youtube.com/watch?v=3rDp0yOACZQ","3rDp0yOACZQ","2026-09-09T17:49:01.012Z","AVAILABLE","PLAYER_LOADED","UNVERIFIED","UNVERIFIED","200","C++ Programming Language Tutorial | Strings in C++ | GeeksforGeeks","GeeksforGeeks","284","OK","0","200","0","0","Media time did not advance in the short observation window.","PLAYED","2026-09-10T04:41:05.889Z","[""fc02-cpp-objects/5""]","[""fc02-cpp-objects/5""]","UNVERIFIED"
"https://www.youtube.com/watch?v=jRXFJJN1Va4","jRXFJJN1Va4","2026-09-09T17:49:04.932Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Beginner’s Guide to Vectors in C++: Everything You Need to Know","C++ Better Explained","643","OK","0","200","0","0.949504","","PLAYED","2026-09-10T04:41:09.659Z","[""fc02-cpp-objects/6""]","[""fc02-cpp-objects/6""]","UNVERIFIED"
"https://www.youtube.com/watch?v=IzoFn3dfsPA","IzoFn3dfsPA","2026-09-09T17:49:08.784Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","REFERENCES in C++","The Cherno","612","OK","0","200","0","0.683853","","PLAYED","2026-09-10T04:41:10.155Z","[""fc02-cpp-objects/8""]","[""fc02-cpp-objects/8""]","UNVERIFIED"
"https://www.youtube.com/watch?v=qnEUB25TRaY","qnEUB25TRaY","2026-09-09T17:49:08.660Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","C++ 'for each' loop explained 🗂️","Bro Code","176","OK","0","200","0","0.829413","","PLAYED","2026-09-10T04:41:13.708Z","[""fc02-cpp-objects/7""]","[""fc02-cpp-objects/7""]","UNVERIFIED"
"https://www.youtube.com/watch?v=5z3KEX9AZEQ","5z3KEX9AZEQ","2026-09-09T17:49:16.411Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","C++ CONSTRUCTORS explained easy 👷","Bro Code","535","OK","0","200","0","2.162601","","PLAYED","2026-09-10T04:41:15.642Z","[""fc02-cpp-objects/11""]","[""fc02-cpp-objects/11""]","UNVERIFIED"
"https://www.youtube.com/watch?v=vKTYM-DJDiw","vKTYM-DJDiw","2026-09-09T17:49:12.767Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","C++ user defined functions (#15) 📬","Bro Code","1033","OK","0","200","0","2.092026","","PLAYED","2026-09-10T04:41:17.707Z","[""fc02-cpp-objects/9""]","[""fc02-cpp-objects/9""]","UNVERIFIED"
"https://www.youtube.com/watch?v=f2IrG1JabSg","f2IrG1JabSg","2026-09-09T17:49:16.864Z","AVAILABLE","PLAYER_LOADED","UNVERIFIED","UNVERIFIED","200","C++ Data Hiding, Setters, and Getters","Kenny Yip Coding","444","OK","0","200","0","0","Media time did not advance in the short observation window.","PLAYED","2026-09-10T04:41:21.356Z","[""fc02-cpp-objects/12""]","[""fc02-cpp-objects/12""]","UNVERIFIED"
"https://www.youtube.com/watch?v=kqtD5dpn9C8","kqtD5dpn9C8","2026-09-09T17:49:24.985Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python for Beginners - Learn Coding with Python in 1 Hour","Programming with Mosh","3606","OK","0","200","0","1.932006","","PLAYED","2026-09-10T04:41:21.938Z","[""cs104-python/1""]","[""cs104-python/1"",""cs104-python/3""]","UNVERIFIED"
"https://www.youtube.com/watch?v=cQT33yu9pY8","cQT33yu9pY8","2026-09-09T17:49:25.119Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python Variables - Python Tutorial for Beginners with Examples | Mosh","Programming with Mosh","395","OK","0","200","0","1.40547","","PLAYED","2026-09-10T04:41:25.547Z","[""cs104-python/2""]","[""cs104-python/2""]","UNVERIFIED"
"https://www.youtube.com/watch?v=61a7UkDO50s","61a7UkDO50s","2026-09-09T17:49:25.698Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python Programming Course in Hindi (Advanced) 🔥","CodeWithHarry","12230","OK","","","0","1.982893","","PLAYED","2026-09-10T04:41:26.177Z","[""cs104-python/3""]","[]","UNVERIFIED"
"https://www.youtube.com/watch?v=DZwmZ8Usvnk","DZwmZ8Usvnk","2026-09-09T17:49:34.215Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python Tutorial for Beginners 6: Conditionals and Booleans - If, Else, and Elif Statements","Corey Schafer","988","OK","0","200","0","2.215676","","PLAYED","2026-09-10T04:41:29.925Z","[""cs104-python/5""]","[""cs104-python/5""]","UNVERIFIED"
"https://www.youtube.com/watch?v=k9TUPpGqYTo","k9TUPpGqYTo","2026-09-09T17:49:32.736Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python Tutorial for Beginners 2: Strings - Working with Textual Data","Corey Schafer","1271","OK","0","200","0","3.782112","","PLAYED","2026-09-10T04:41:30.660Z","[""cs104-python/4"",""cs105-javascript/5""]","[""cs104-python/4""]","UNVERIFIED"
"https://www.youtube.com/watch?v=6iF8Xb7Z3wQ","6iF8Xb7Z3wQ","2026-09-09T17:49:42.499Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python Tutorial for Beginners 7: Loops and Iterations - For/While Loops","Corey Schafer","614","OK","0","200","0","1.452566","","PLAYED","2026-09-10T04:41:34.404Z","[""cs104-python/6"",""cs105-javascript/6""]","[""cs104-python/6""]","UNVERIFIED"
"https://www.youtube.com/watch?v=daefaLgNkw0","daefaLgNkw0","2026-09-09T17:49:43.683Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python Tutorial for Beginners 5: Dictionaries - Working with Key-Value Pairs","Corey Schafer","599","OK","0","200","0","0.965969","","PLAYED","2026-09-10T04:41:35.413Z","[""cs104-python/9""]","[""cs104-python/9""]","UNVERIFIED"
"https://www.youtube.com/watch?v=W8KRzm-HUcc","W8KRzm-HUcc","2026-09-09T17:49:43.389Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python Tutorial for Beginners 4: Lists, Tuples, and Sets","Corey Schafer","1744","OK","","","0","2.007991","","PLAYED","2026-09-10T04:41:39.047Z","[""cs104-python/7"",""cs104-python/8""]","[""cs104-python/7"",""cs104-python/8""]","UNVERIFIED"
"https://www.youtube.com/watch?v=9Os0o3wzS_I","9Os0o3wzS_I","2026-09-09T17:49:51.809Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python Tutorial for Beginners 8: Functions","Corey Schafer","1307","OK","0","200","0","2.154904","","PLAYED","2026-09-10T04:41:39.275Z","[""cs104-python/10""]","[""cs104-python/10""]","UNVERIFIED"
"https://www.youtube.com/watch?v=Vh__2V2tXUM","Vh__2V2tXUM","2026-09-09T17:49:52.392Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python *ARGS & **KWARGS are awesome! 📦","Bro Code","894","OK","0","200","0","2.23304","","PLAYED","2026-09-10T04:41:42.969Z","[""cs104-python/11""]","[""cs104-python/11""]","UNVERIFIED"
"https://www.youtube.com/watch?v=ZDa-Z5JzLYM","ZDa-Z5JzLYM","2026-09-09T17:49:59.256Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python OOP Tutorial 1: Classes and Instances","Corey Schafer","924","OK","0","200","0","2.226052","","PLAYED","2026-09-10T04:41:43.458Z","[""cs104-python/13""]","[""cs104-python/13""]","UNVERIFIED"
"https://www.youtube.com/watch?v=RSl87lqOXDE","RSl87lqOXDE","2026-09-09T17:50:01.173Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python OOP Tutorial 4: Inheritance - Creating Subclasses","Corey Schafer","1180","OK","0","200","0","1.964256","","PLAYED","2026-09-10T04:41:47.162Z","[""cs104-python/14""]","[""cs104-python/14""]","UNVERIFIED"
"https://www.youtube.com/watch?v=25ovCm9jKfA","25ovCm9jKfA","2026-09-09T17:49:58.251Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Lambda Expressions & Anonymous Functions ||  Python Tutorial  ||  Learn Python Programming","Socratica","367","OK","","","0","1.751017","","PLAYED","2026-09-10T04:41:47.462Z","[""cs104-python/12""]","[""cs104-python/12""]","UNVERIFIED"
"https://www.youtube.com/watch?v=W6NZfCO5SIk","W6NZfCO5SIk","2026-09-09T17:50:08.626Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","JavaScript Course for Beginners – Your First Step to Web Development","Programming with Mosh","2897","OK","0","200","0","4.00311","","PLAYED","2026-09-10T04:41:51.360Z","[""cs105-javascript/1""]","[""cs105-javascript/1""]","UNVERIFIED"
"https://www.youtube.com/watch?v=9M4XKi25I2M","9M4XKi25I2M","2026-09-09T17:50:14.109Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","JavaScript Programming All-in-One Tutorial Series (9 HOURS!)","Caleb Curry","32043","OK","","","0","2.02912","","PLAYED","2026-09-10T04:41:51.742Z","[""cs105-javascript/2""]","[""cs105-javascript/2"",""cs105-javascript/5"",""cs105-javascript/6""]","UNVERIFIED"
"https://www.youtube.com/watch?v=Uh2ebFW8OYM","Uh2ebFW8OYM","2026-09-09T17:50:07.345Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Python Tutorial: File Objects - Reading and Writing to Files","Corey Schafer","1473","OK","","","0","2.017807","","PLAYED","2026-09-10T04:41:55.560Z","[""cs104-python/15""]","[""cs104-python/15""]","UNVERIFIED"
"https://www.youtube.com/watch?v=jLRnuVHwHKk","jLRnuVHwHKk","2026-09-09T17:50:18.434Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Learn JavaScript TYPE CONVERSION in 5 minutes! 💱","Bro Code","340","OK","0","200","0","3.663863","","PLAYED","2026-09-10T04:41:55.709Z","[""cs105-javascript/3""]","[""cs105-javascript/3""]","UNVERIFIED"
"https://www.youtube.com/watch?v=G3BS3sh3D8Q","G3BS3sh3D8Q","2026-09-09T17:50:22.019Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","JavaScript Array Map","Programming with Mosh","526","OK","0","200","0","1.627897","","PLAYED","2026-09-10T04:41:59.575Z","[""cs105-javascript/7""]","[""cs105-javascript/7""]","UNVERIFIED"
"https://www.youtube.com/watch?v=kVOmc7NK1M0","kVOmc7NK1M0","2026-09-09T17:50:21.495Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","== vs === - Beau teaches JavaScript","freeCodeCamp.org","185","OK","0","200","0","1.614094","","PLAYED","2026-09-10T04:41:59.944Z","[""cs105-javascript/4""]","[""cs105-javascript/4""]","UNVERIFIED"
"https://www.youtube.com/watch?v=UgEaJBz3bjY","UgEaJBz3bjY","2026-09-09T17:50:28.172Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","JS Destructuring in 100 Seconds","Fireship","211","OK","0","200","0","2.139206","","PLAYED","2026-09-10T04:42:03.546Z","[""cs105-javascript/8""]","[""cs105-javascript/8""]","UNVERIFIED"
"https://www.youtube.com/watch?v=iiADhChRriM","iiADhChRriM","2026-09-09T17:50:30.129Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Learn JSON in 10 Minutes","Web Dev Simplified","720","OK","0","200","0","1.605664","","PLAYED","2026-09-10T04:42:04.124Z","[""cs105-javascript/9""]","[""cs105-javascript/9""]","UNVERIFIED"
"https://www.youtube.com/watch?v=h33Srr5J9nY","h33Srr5J9nY","2026-09-09T17:50:30.229Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","JavaScript ES6 Arrow Functions Tutorial","Web Dev Simplified","572","OK","0","200","0","1.681286","","PLAYED","2026-09-10T04:42:07.610Z","[""cs105-javascript/10""]","[""cs105-javascript/10""]","UNVERIFIED"
"https://www.youtube.com/watch?v=3a0I8ICR1Vg","3a0I8ICR1Vg","2026-09-09T17:50:36.501Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Learn Closures In 7 Minutes","Web Dev Simplified","415","OK","0","200","0","2.287919","","PLAYED","2026-09-10T04:42:08.512Z","[""cs105-javascript/11""]","[""cs105-javascript/11""]","UNVERIFIED"
"https://www.youtube.com/watch?v=8EW_AZRPxXM","8EW_AZRPxXM","2026-09-09T17:50:37.955Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","JavaScript HIGHER ORDER FUNCTIONS Simplified","Deeecode","288","OK","0","200","0","1.827884","","PLAYED","2026-09-10T04:42:11.669Z","[""cs105-javascript/12""]","[""cs105-javascript/12""]","UNVERIFIED"
"https://www.youtube.com/watch?v=8aGhZQkoFbQ","8aGhZQkoFbQ","2026-09-09T17:50:38.212Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","What the heck is the event loop anyway? | Philip Roberts | JSConf EU","JSConf","1612","OK","0","200","0","2.068882","","PLAYED","2026-09-10T04:42:12.458Z","[""cs105-javascript/13"",""js-advanced/7""]","[""cs105-javascript/13"",""js-advanced/7""]","UNVERIFIED"
"https://www.youtube.com/watch?v=DHvZLI7Db8E","DHvZLI7Db8E","2026-09-09T17:50:45.508Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","JavaScript Promises In 10 Minutes","Web Dev Simplified","691","OK","0","200","0","2.011978","","PLAYED","2026-09-10T04:42:15.906Z","[""cs105-javascript/14"",""js-advanced/10""]","[""cs105-javascript/14"",""js-advanced/10""]","UNVERIFIED"
"https://www.youtube.com/watch?v=V_Kr9OSfDeU","V_Kr9OSfDeU","2026-09-09T17:50:45.889Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","JavaScript Async Await","Web Dev Simplified","451","OK","0","200","0","0.748087","","PLAYED","2026-09-10T04:42:16.573Z","[""cs105-javascript/15""]","[""cs105-javascript/15""]","UNVERIFIED"
"https://www.youtube.com/watch?v=X4sClFRMJ00","X4sClFRMJ00","2026-09-09T17:50:46.346Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","HTML & CSS for Absolute Beginners: What is HTML?","Kevin Powell","456","OK","0","200","0.018884","2.932863","","PLAYED","2026-09-10T04:42:20.308Z","[""cs106-html-css/1""]","[""cs106-html-css/1""]","UNVERIFIED"
"https://www.youtube.com/watch?v=m61h9YEB1fw","m61h9YEB1fw","2026-09-09T17:50:54.425Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","HTML & CSS for Absolute Beginners: HTML Lists (ol and ul)","Kevin Powell","373","OK","0","200","0","2.080853","","PLAYED","2026-09-10T04:42:20.757Z","[""cs106-html-css/2""]","[""cs106-html-css/2""]","UNVERIFIED"
"https://www.youtube.com/watch?v=t-G8GgRA5Yw","t-G8GgRA5Yw","2026-09-09T17:50:54.496Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","HTML & CSS for Absolute Beginners: Images","Kevin Powell","756","OK","0","200","0","1.862912","","PLAYED","2026-09-10T04:42:24.259Z","[""cs106-html-css/3""]","[""cs106-html-css/3""]","UNVERIFIED"
"https://www.youtube.com/watch?v=YOsMJQfwqow","YOsMJQfwqow","2026-09-09T17:50:55.929Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","HTML & CSS for Absolute Beginners: Semantic HTML","Kevin Powell","572","OK","0","200","0","0.958312","","PLAYED","2026-09-10T04:42:25.429Z","[""cs106-html-css/4""]","[""cs106-html-css/4""]","UNVERIFIED"
"https://www.youtube.com/watch?v=phkB7Aj3Klw","phkB7Aj3Klw","2026-09-09T17:51:01.679Z","AVAILABLE","PLAYER_LOADED","UNVERIFIED","UNVERIFIED","200","How to Organize HTML Tables with Caption, Thead, Tbody, and Tfoot","AltCampus","752","OK","0","200","0","0","Media time did not advance in the short observation window.","PLAYED","2026-09-10T04:42:28.556Z","[""cs106-html-css/5""]","[""cs106-html-css/5""]","UNVERIFIED"
"https://www.youtube.com/watch?v=QhMTPAbea_k","QhMTPAbea_k","2026-09-09T17:51:03.728Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","HTML & CSS for Absolute Beginners: Intro to CSS","Kevin Powell","55","OK","0","200","0","1.347908","","PLAYED","2026-09-10T04:42:29.453Z","[""cs106-html-css/7""]","[""cs106-html-css/7""]","UNVERIFIED"
"https://www.youtube.com/watch?v=fNcJuPIZ2WE","fNcJuPIZ2WE","2026-09-09T17:51:03.447Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Learn HTML Forms In 25 Minutes","Web Dev Simplified","1495","OK","0","200","0","2.165521","","PLAYED","2026-09-10T04:42:32.606Z","[""cs106-html-css/6""]","[""cs106-html-css/6""]","UNVERIFIED"
"https://www.youtube.com/watch?v=D_akuQHIPtg","D_akuQHIPtg","2026-09-09T17:51:11.205Z","AVAILABLE","PLAYER_LOADED","UNVERIFIED","UNVERIFIED","200","HTML & CSS for Absolute Beginners: The box model - width, height, inline-size, block-size","Kevin Powell","565","OK","0","200","0","0.479418","Media time did not advance in the short observation window.","PLAYED","2026-09-10T04:42:33.424Z","[""cs106-html-css/9""]","[""cs106-html-css/9""]","UNVERIFIED"
"https://www.youtube.com/watch?v=fF_NVrd1s14","fF_NVrd1s14","2026-09-09T17:51:11.425Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","CSS position deep dive","Kevin Powell","1694","OK","0","200","0","0.826296","","PLAYED","2026-09-10T04:42:37.309Z","[""cs106-html-css/10""]","[""cs106-html-css/10""]","UNVERIFIED"
"https://www.youtube.com/watch?v=dHbYcAncAgQ","dHbYcAncAgQ","2026-09-09T17:51:09.614Z","AVAILABLE","PLAYER_LOADED","UNVERIFIED","UNVERIFIED","200","px vs rem: what to use for font-size in your CSS","Coder Coder","971","OK","0","200","0","0","Media time did not advance in the short observation window.","PLAYED","2026-09-10T04:42:37.554Z","[""cs106-html-css/8""]","[""cs106-html-css/8""]","UNVERIFIED"
"https://www.youtube.com/watch?v=u044iM9xsWU","u044iM9xsWU","2026-09-09T17:51:18.329Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Learn flexbox the easy way","Kevin Powell","2044","OK","0","200","0","1.773005","","PLAYED","2026-09-10T04:42:41.205Z","[""cs106-html-css/11""]","[""cs106-html-css/11""]","UNVERIFIED"
"https://www.youtube.com/watch?v=8QSqwbSztnA","8QSqwbSztnA","2026-09-09T17:51:19.569Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Get started with grid WITHOUT being overwhelmed","Kevin Powell","579","OK","0","200","0","2.959248","","PLAYED","2026-09-10T04:42:41.720Z","[""cs106-html-css/12""]","[""cs106-html-css/12""]","UNVERIFIED"
"https://www.youtube.com/watch?v=QGb-W-c-gIM","QGb-W-c-gIM","2026-09-09T17:51:22.698Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","HTML & CSS for Absolute Beginners: Media Query basics - making a layout responsive","Kevin Powell","441","OK","0","200","0","0.845655","","PLAYED","2026-09-10T04:42:45.755Z","[""cs106-html-css/13""]","[""cs106-html-css/13""]","UNVERIFIED"
"https://www.youtube.com/watch?v=Hi-Ul47t3nQ","Hi-Ul47t3nQ","2026-09-09T17:51:31.546Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Pointers are easy! 👈","Bro Code","487","OK","0","200","0","1.332011","","PLAYED","2026-09-10T04:42:46.254Z","[""c-advanced/1""]","[""c-advanced/1""]","UNVERIFIED"
"https://www.youtube.com/watch?v=X1dz0xRbSJc","X1dz0xRbSJc","2026-09-09T17:51:29.915Z","AVAILABLE","PLAYER_LOADED","PLAYED","UNVERIFIED","200","Build a Modern Landing Page Website | HTML & CSS","Traversy Media","4525","OK","0","200","0.101863","2.584971","","PLAYED","2026-09-10T04:42:49.719Z","[""cs106-html-css/15""]","[""cs106-html-css/15""]","UNVERIFIED"
