"course_code","course","track","module","lesson","lesson_title","assignment_id","assignment","required","pass_threshold","language","original_video","current_resource","resource_type","timestamp_seconds","availability","standard_embed","standard_playback","app_playback","resource_title","author","relevance_scope","full_content_coverage","required_next_check","assignment_references"
"FC-01","CS-101: Fundamentals of C","fc01-c-basics","5","14","Function Declarations & Prototypes","1","Temperature Unit Converter Module","true","60","c","https://www.youtube.com/watch?v=vc9A6HdrTz4","https://www.youtube.com/watch?v=vc9A6HdrTz4","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","C function prototypes 🤖","Bro Code","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-01","CS-101: Fundamentals of C","fc01-c-basics","5","15","Pass-by-Value & Parameter Passing","1","Coupon Discount Scope Verification","true","60","c","https://www.youtube.com/watch?v=7VM571tSKC0","https://www.youtube.com/watch?v=7VM571tSKC0","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","C arguments 📧","Bro Code","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-01","CS-101: Fundamentals of C","fc01-c-basics","5","16","Return Types & Void Functions","1","Emergency Siren Dispatcher","true","60","c","https://www.youtube.com/watch?v=7Bq87y7eJEg","https://www.youtube.com/watch?v=7Bq87y7eJEg","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Functions in C are easy! 📞","Bro Code","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","1","1","C++ Compilation & iostream","1","System Terminal Initializer","true","60","cpp","https://www.youtube.com/watch?v=S3nx34WFXjI","https://www.youtube.com/watch?v=S3nx34WFXjI","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","C++ tutorial for beginners 👨‍💻","Bro Code","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","1","2","Namespaces & std::cout","1","Scoped Banner Generator","true","60","cpp","https://www.youtube.com/watch?v=18c3MTX0PK0","https://www.youtube.com/watch?v=18c3MTX0PK0","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Welcome to C++","The Cherno","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","1","3","std::cin Stream Input","1","User Verification Scanner","true","60","cpp","https://www.youtube.com/watch?v=vkALQRM5NNU","https://www.youtube.com/watch?v=vkALQRM5NNU","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","C++ User Input Explained (How Input Handling Works Step by Step)","Doji Creates","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","2","4","Types, auto & const","1","Auto-Deduction Tax Calculator","true","60","cpp","https://www.youtube.com/watch?v=QANQHxx9I8Y","https://www.youtube.com/watch?v=QANQHxx9I8Y","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","C++ variables & data types (#3) ✖️","Bro Code","Variables material; auto deduction and const need explicit coverage.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","2","5","std::string & Operations","1","Full Name Badge Concatenator","true","60","cpp","https://www.youtube.com/watch?v=3rDp0yOACZQ","https://www.youtube.com/watch?v=3rDp0yOACZQ","video","0","AVAILABLE","PLAYER_LOADED","UNVERIFIED","PLAYED","C++ Programming Language Tutorial | Strings in C++ | GeeksforGeeks","GeeksforGeeks","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","2","6","std::vector Dynamic Arrays","1","Real-Time Score Tracker","true","60","cpp","https://www.youtube.com/watch?v=jRXFJJN1Va4","https://www.youtube.com/watch?v=jRXFJJN1Va4","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Beginner’s Guide to Vectors in C++: Everything You Need to Know","C++ Better Explained","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","3","7","Range-based for Loops","1","Range Loop Sequence Summer","true","60","cpp","https://www.youtube.com/watch?v=qnEUB25TRaY","https://www.youtube.com/watch?v=qnEUB25TRaY","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","C++ 'for each' loop explained 🗂️","Bro Code","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","3","8","C++ References (&ref)","1","In-Place Reference Doubler","true","60","cpp","https://www.youtube.com/watch?v=IzoFn3dfsPA","https://www.youtube.com/watch?v=IzoFn3dfsPA","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","REFERENCES in C++","The Cherno","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","3","9","Function Overloading","1","Overloaded Area Calculator","true","60","cpp","https://www.youtube.com/watch?v=vKTYM-DJDiw","https://www.youtube.com/watch?v=vKTYM-DJDiw","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","C++ user defined functions (#15) 📬","Bro Code","User-defined functions material; verify overloaded signatures and resolution.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","4","10","Classes, Objects & Access","1","Encapsulated Bank Account","true","60","cpp","https://www.youtube.com/watch?v=S3nx34WFXjI","https://www.youtube.com/watch?v=S3nx34WFXjI","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","C++ tutorial for beginners 👨‍💻","Bro Code","CONFIRMED MISMATCH: introductory installation/first-program chapters do not provide classes/access-control coverage. Verified replacement remains OPEN.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","4","11","Constructors & Destructors","1","Device Lifecycle Logger","true","60","cpp","https://www.youtube.com/watch?v=5z3KEX9AZEQ","https://www.youtube.com/watch?v=5z3KEX9AZEQ","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","C++ CONSTRUCTORS explained easy 👷","Bro Code","Constructor material; inspect destructor lifecycle coverage for the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"FC-02","CS-102: Fundamentals of C++ (with Object-Oriented Programming)","fc02-cpp-objects","4","12","Getters, Setters & 'this'","1","Validated Speed Governor","true","60","cpp","https://www.youtube.com/watch?v=f2IrG1JabSg","https://www.youtube.com/watch?v=f2IrG1JabSg","video","0","AVAILABLE","PLAYER_LOADED","UNVERIFIED","PLAYED","C++ Data Hiding, Setters, and Getters","Kenny Yip Coding","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","1","1","Python Interpreter & print()","1","System Diagnostic Banner","true","60","python","https://www.youtube.com/watch?v=kqtD5dpn9C8","https://www.youtube.com/watch?v=kqtD5dpn9C8","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python for Beginners - Learn Coding with Python in 1 Hour","Programming with Mosh","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","1","2","Dynamic Variables & Types","1","Inventory Price Multiplier","true","60","python","https://www.youtube.com/watch?v=cQT33yu9pY8","https://www.youtube.com/watch?v=cQT33yu9pY8","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python Variables - Python Tutorial for Beginners with Examples | Mosh","Programming with Mosh","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","1","3","User Input with input() & Type Casting","1","Age Verification Scanner","true","60","python","https://www.youtube.com/watch?v=61a7UkDO50s","https://www.youtube.com/watch?v=kqtD5dpn9C8&t=548s","video","548","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python for Beginners - Learn Coding with Python in 1 Hour","Programming with Mosh","CORRECTED: advanced Hindi Python replaced with beginner input chapter 9:08 and conversion 10:48.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","2","4","String Slicing & f-Strings","1","Product SKU Code Parser","true","60","python","https://www.youtube.com/watch?v=k9TUPpGqYTo","https://www.youtube.com/watch?v=k9TUPpGqYTo","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python Tutorial for Beginners 2: Strings - Working with Textual Data","Corey Schafer","Older string tutorial; verify modern f-string syntax as well as slicing.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","2","5","Decision Structures (if, elif, else)","1","Speed Radar Enforcer","true","60","python","https://www.youtube.com/watch?v=DZwmZ8Usvnk","https://www.youtube.com/watch?v=DZwmZ8Usvnk","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python Tutorial for Beginners 6: Conditionals and Booleans - If, Else, and Elif Statements","Corey Schafer","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","2","6","Iteration with for & while Loops","1","Even Sequence Accumulator","true","60","python","https://www.youtube.com/watch?v=6iF8Xb7Z3wQ","https://www.youtube.com/watch?v=6iF8Xb7Z3wQ","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python Tutorial for Beginners 7: Loops and Iterations - For/While Loops","Corey Schafer","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","3","7","Lists & List Comprehensions","1","Squares of Odds Generator","true","60","python","https://www.youtube.com/watch?v=W8KRzm-HUcc","https://www.youtube.com/watch?v=W8KRzm-HUcc","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python Tutorial for Beginners 4: Lists, Tuples, and Sets","Corey Schafer","Lists/tuples basics; inspect list-comprehension coverage.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","3","8","Tuples & Sets","1","Duplicate Identifier Filter","true","60","python","https://www.youtube.com/watch?v=W8KRzm-HUcc","https://www.youtube.com/watch?v=W8KRzm-HUcc","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python Tutorial for Beginners 4: Lists, Tuples, and Sets","Corey Schafer","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","3","9","Dictionaries & Key-Value Lookups","1","Word Frequency Counter","true","60","python","https://www.youtube.com/watch?v=daefaLgNkw0","https://www.youtube.com/watch?v=daefaLgNkw0","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python Tutorial for Beginners 5: Dictionaries - Working with Key-Value Pairs","Corey Schafer","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","4","10","Defining Functions & Default Arguments","1","Bill Splitter Function","true","60","python","https://www.youtube.com/watch?v=9Os0o3wzS_I","https://www.youtube.com/watch?v=9Os0o3wzS_I","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python Tutorial for Beginners 8: Functions","Corey Schafer","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","4","11","*args, **kwargs & Variable Arguments","1","Dynamic Math Product Engine","true","60","python","https://www.youtube.com/watch?v=Vh__2V2tXUM","https://www.youtube.com/watch?v=Vh__2V2tXUM","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python *ARGS & **KWARGS are awesome! 📦","Bro Code","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","4","12","Lambda Expressions & Scope (LEGB)","1","Custom Key Sorter","true","60","python","https://www.youtube.com/watch?v=25ovCm9jKfA","https://www.youtube.com/watch?v=25ovCm9jKfA","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Lambda Expressions & Anonymous Functions ||  Python Tutorial  ||  Learn Python Programming","Socratica","Lambda material; verify LEGB scope explanation separately.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","5","13","Classes, Objects & __init__","1","Student Profile Manager","true","60","python","https://www.youtube.com/watch?v=ZDa-Z5JzLYM","https://www.youtube.com/watch?v=ZDa-Z5JzLYM","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python OOP Tutorial 1: Classes and Instances","Corey Schafer","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","5","14","Inheritance & Polymorphism","1","Employee Hierarchy Manager","true","60","python","https://www.youtube.com/watch?v=RSl87lqOXDE","https://www.youtube.com/watch?v=RSl87lqOXDE","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python OOP Tutorial 4: Inheritance - Creating Subclasses","Corey Schafer","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-104","CS-104: Fundamentals of Python","cs104-python","5","15","File Handling with 'with' & Exceptions","1","Safe Log File Writer & Reader","true","60","python","https://www.youtube.com/watch?v=Uh2ebFW8OYM","https://www.youtube.com/watch?v=Uh2ebFW8OYM","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Python Tutorial: File Objects - Reading and Writing to Files","Corey Schafer","File-object material; verify safe exception handling in addition to with.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-105","CS-105: Fundamentals of JavaScript","cs105-javascript","1","1","JS Runtime Engine & console.log()","1","System Startup Diagnostic Banner","true","60","web","https://www.youtube.com/watch?v=W6NZfCO5SIk","https://www.youtube.com/watch?v=W6NZfCO5SIk","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","JavaScript Course for Beginners – Your First Step to Web Development","Programming with Mosh","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-105","CS-105: Fundamentals of JavaScript","cs105-javascript","1","2","Variable Scoping (let, const, var) & Hoisting","1","Block-Scoped Tax Calculator","true","60","web","https://www.youtube.com/watch?v=9M4XKi25I2M","https://www.youtube.com/watch?v=9M4XKi25I2M","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","JavaScript Programming All-in-One Tutorial Series (9 HOURS!)","Caleb Curry","Long reused recording: scope chapters at 53:36/59:21 and hoisting 5:29:06. No lesson-specific offset applied; inspect segment before adding.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-105","CS-105: Fundamentals of JavaScript","cs105-javascript","1","3","Primitive Data Types & Type Conversion","1","Type Inspector & Parser","true","60","web","https://www.youtube.com/watch?v=jLRnuVHwHKk","https://www.youtube.com/watch?v=jLRnuVHwHKk","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","Learn JavaScript TYPE CONVERSION in 5 minutes! 💱","Bro Code","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
"CS-105","CS-105: Fundamentals of JavaScript","cs105-javascript","2","4","Strict Equality (===) vs Loose Equality (==)","1","Coercion Sentinel Validator","true","60","web","https://www.youtube.com/watch?v=kVOmc7NK1M0","https://www.youtube.com/watch?v=kVOmc7NK1M0","video","0","AVAILABLE","PLAYER_LOADED","PLAYED","PLAYED","== vs === - Beau teaches JavaScript","freeCodeCamp.org","Provider title/topic screened; full explanation/example/assignment coverage UNVERIFIED because no usable transcript was returned. Inspect segment and solve the assignment.","UNVERIFIED","Instructor inspects segment/captions, checks prerequisites and runner, and solves assessment from declared lesson material.","[]"
